CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO,HOGAR_ID,ADULTO_EQUIVALENTE,AD_EQUIV_HOGAR,INGRESO_NECESARIO,POBRE,EDAD,edad2,educ,ingreso_total_familiar,horastrab_x,horastrab_y,miembros_hogar,horastrab
TQSMNORXPHMKMNCDEIIAD00880739,1.0,4,1,15.0,5.0,1.0,3,3,3.0,258333.33,1550000.0,0.0,0.0,,2025,TQSMNORXPHMKMNCDEIIAD00880739_1.0,1.0,5.04,1840492.08,1,15.0,225.0,9,1550000.0,,,6,46.0
TQRMNORPWHKMLUCDEIIAD00880763,1.0,2,1,34.0,5.0,12.0,5,1,0.0,1351000.0,2702000.0,1402000.0,3.0,2.0,2025,TQRMNORPWHKMLUCDEIIAD00880763_1.0,1.0,2.02,737657.54,0,34.0,1156.0,14,2702000.0,,,2,60.0
TQRMNORPWHKMLUCDEIIAD00880763,1.0,1,1,27.0,5.0,1.0,4,1,0.0,1351000.0,2702000.0,1300000.0,3.0,2.0,2025,TQRMNORPWHKMLUCDEIIAD00880763_1.0,1.02,2.02,737657.54,0,27.0,729.0,12,2702000.0,,,2,60.0
TQRMNOSUSHKMNRCDEIIAD00861068,1.0,1,2,36.0,1.0,1.0,6,1,0.0,187500.0,750000.0,750000.0,3.0,2.0,2025,TQRMNOSUSHKMNRCDEIIAD00861068_1.0,0.77,3.27,1194128.79,1,36.0,1296.0,17,750000.0,,,4,23.0
TQRMNOSUSHKMNRCDEIIAD00861068,1.0,2,1,47.0,1.0,1.0,3,3,4.0,187500.0,750000.0,0.0,0.0,,2025,TQRMNOSUSHKMNRCDEIIAD00861068_1.0,1.0,3.27,1194128.79,1,47.0,2209.0,9,750000.0,,,4,23.0
TQRMNOSUSHKMNRCDEIIAD00861068,1.0,3,1,11.0,5.0,1.0,1,3,3.0,187500.0,750000.0,0.0,0.0,,2025,TQRMNOSUSHKMNRCDEIIAD00861068_1.0,0.82,3.27,1194128.79,1,11.0,121.0,3,750000.0,,,4,23.0
TQRMNOSUSHKMNRCDEIIAD00861068,1.0,4,2,8.0,5.0,1.0,1,4,3.0,187500.0,750000.0,0.0,0.0,,2025,TQRMNOSUSHKMNRCDEIIAD00861068_1.0,0.68,3.27,1194128.79,1,8.0,64.0,3,750000.0,,,4,23.0
TQRMNOSUUHKMNRCDEIIAD00856929,1.0,1,1,65.0,1.0,1.0,2,1,0.0,535333.33,1606000.0,1100000.0,3.0,2.0,2025,TQRMNOSUUHKMNRCDEIIAD00856929_1.0,0.83,2.36,861817.72,0,65.0,4225.0,7,1606000.0,,,3,
TQRMNORUVHJLMTCDEIIAD00880785,1.0,4,1,10.0,5.0,1.0,1,3,3.0,725000.0,2900000.0,0.0,0.0,,2025,TQRMNORUVHJLMTCDEIIAD00880785_1.0,0.79,3.3200000000000003,1212387.64,0,10.0,100.0,3,2900000.0,,,4,40.0
TQRMNORSSHJLMUCDEIIAD00880786,1.0,1,2,43.0,3.0,1.0,6,1,0.0,1200000.0,2400000.0,1100000.0,3.0,2.0,2025,TQRMNORSSHJLMUCDEIIAD00880786_1.0,0.77,1.4500000000000002,529506.65,0,43.0,1849.0,17,2400000.0,,,2,38.0
TQRMNORSSHJLMUCDEIIAD00880786,1.0,2,2,8.0,5.0,1.0,1,4,3.0,1200000.0,2400000.0,0.0,0.0,,2025,TQRMNORSSHJLMUCDEIIAD00880786_1.0,0.68,1.4500000000000002,529506.65,0,8.0,64.0,3,2400000.0,,,2,38.0
TQRMNOQRWHMONOCDEIIAD00880787,1.0,1,2,73.0,5.0,1.0,6,3,1.0,335000.0,670000.0,0.0,0.0,,2025,TQRMNOQRWHMONOCDEIIAD00880787_1.0,0.67,1.34,489337.18000000005,0,73.0,5329.0,17,670000.0,,,2,
TQRMNOQRWHMONOCDEIIAD00880787,1.0,2,2,66.0,5.0,1.0,6,3,1.0,335000.0,670000.0,0.0,0.0,,2025,TQRMNOQRWHMONOCDEIIAD00880787_1.0,0.67,1.34,489337.18000000005,0,66.0,4356.0,17,670000.0,,,2,
TQRMNOSVRHMMOOCDEIIAD00880838,1.0,1,2,38.0,5.0,1.0,6,1,0.0,950000.0,1900000.0,1400000.0,2.0,2.0,2025,TQRMNOSVRHMMOOCDEIIAD00880838_1.0,0.77,1.6,584283.2000000001,0,38.0,1444.0,17,1900000.0,,,2,27.0
TQRMNOSVRHMMOOCDEIIAD00880838,1.0,2,1,70.0,3.0,1.0,6,3,1.0,950000.0,1900000.0,0.0,0.0,,2025,TQRMNOSVRHMMOOCDEIIAD00880838_1.0,0.83,1.6,584283.2000000001,0,70.0,4900.0,17,1900000.0,,,2,27.0
TQRMNOSYSHJNNSCDEIIAD00876607,1.0,1,1,31.0,5.0,2.0,5,1,0.0,1500000.0,1500000.0,1500000.0,2.0,2.0,2025,TQRMNOSYSHJNNSCDEIIAD00876607_1.0,1.0,1.0,365177.0,0,31.0,961.0,14,1500000.0,,,1,24.0
TQRMNOPQVHMMOLCDEIIAD00880836,1.0,1,1,58.0,2.0,12.0,5,1,0.0,1460000.0,5840000.0,1800000.0,3.0,2.0,2025,TQRMNOPQVHMMOLCDEIIAD00880836_1.0,1.0,3.28,1197780.56,0,58.0,3364.0,14,5840000.0,,,4,22.0
TQRMNOPQVHMMOLCDEIIAD00880836,1.0,2,2,58.0,2.0,12.0,6,1,0.0,1460000.0,5840000.0,2200000.0,3.0,2.0,2025,TQRMNOPQVHMMOLCDEIIAD00880836_1.0,0.76,3.28,1197780.56,0,58.0,3364.0,17,5840000.0,,,4,22.0
TQRMNOPQVHMMOLCDEIIAD00880836,1.0,3,2,22.0,5.0,12.0,5,1,0.0,1460000.0,5840000.0,740000.0,3.0,2.0,2025,TQRMNOPQVHMMOLCDEIIAD00880836_1.0,0.76,3.28,1197780.56,0,22.0,484.0,14,5840000.0,,,4,22.0
TQRMNOPQVHMMOLCDEIIAD00880836,1.0,4,2,18.0,5.0,12.0,3,3,3.0,1460000.0,5840000.0,0.0,0.0,,2025,TQRMNOPQVHMMOLCDEIIAD00880836_1.0,0.76,3.28,1197780.56,0,18.0,324.0,9,5840000.0,,,4,22.0
TQRMNOPXVHMNOMCDEIIAD00880837,1.0,1,1,80.0,2.0,1.0,6,3,1.0,1375000.0,2750000.0,0.0,0.0,,2025,TQRMNOPXVHMNOMCDEIIAD00880837_1.0,0.74,1.37,500292.4900000001,0,80.0,6400.0,17,2750000.0,,,2,
TQRMNOPXVHMNOMCDEIIAD00880837,1.0,2,2,82.0,2.0,1.0,6,3,1.0,1375000.0,2750000.0,0.0,0.0,,2025,TQRMNOPXVHMNOMCDEIIAD00880837_1.0,0.63,1.37,500292.4900000001,0,82.0,6724.0,17,2750000.0,,,2,
TQRMNOUTRHLLOQCDEIIAD00854770,1.0,1,1,28.0,1.0,1.0,5,2,0.0,543000.0,1086000.0,0.0,2.0,,2025,TQRMNOUTRHLLOQCDEIIAD00854770_1.0,1.02,2.04,744961.08,0,28.0,784.0,14,1086000.0,,,2,
TQRMNOUTRHLLOQCDEIIAD00854770,1.0,2,1,26.0,1.0,1.0,5,1,0.0,543000.0,1086000.0,680000.0,3.0,2.0,2025,TQRMNOUTRHLLOQCDEIIAD00854770_1.0,1.02,2.04,744961.08,0,26.0,676.0,14,1086000.0,,,2,
TQRMNOSRSHLLOQCDEIIAD00880884,1.0,1,2,27.0,5.0,2.0,5,1,0.0,775000.0,1550000.0,900000.0,3.0,2.0,2025,TQRMNOSRSHLLOQCDEIIAD00880884_1.0,0.76,1.76,642711.52,0,27.0,729.0,14,1550000.0,,,2,28.0
TQRMNOSRSHLLOQCDEIIAD00880884,1.0,2,1,30.0,5.0,1.0,5,1,0.0,775000.0,1550000.0,650000.0,3.0,2.0,2025,TQRMNOSRSHLLOQCDEIIAD00880884_1.0,1.0,1.76,642711.52,0,30.0,900.0,14,1550000.0,,,2,28.0
TQSMNOSXWHKOMMCDEIJAH00865875,1.0,2,2,32.0,1.0,4.0,4,1,0.0,296666.67,890000.0,380000.0,3.0,2.0,2025,TQSMNOSXWHKOMMCDEIJAH00865875_1.0,0.77,2.73,996933.21,1,32.0,1024.0,12,890000.0,,,3,23.0
TQSMNOSXWHKOMMCDEIJAH00865875,1.0,3,1,14.0,5.0,4.0,3,3,3.0,296666.67,890000.0,0.0,0.0,,2025,TQSMNOSXWHKOMMCDEIJAH00865875_1.0,0.96,2.73,996933.21,1,14.0,196.0,9,890000.0,,,3,23.0
TQSMNORVUHKOTNCDEIJAH00856576,1.0,1,2,71.0,2.0,1.0,3,3,1.0,435000.0,870000.0,0.0,0.0,,2025,TQSMNORVUHKOTNCDEIJAH00856576_1.0,0.67,1.41,514899.57000000007,0,71.0,5041.0,9,870000.0,,,2,
TQSMNORVUHKOTNCDEIJAH00856576,1.0,2,1,76.0,2.0,1.0,2,3,1.0,435000.0,870000.0,0.0,0.0,,2025,TQSMNORVUHKOTNCDEIJAH00856576_1.0,0.74,1.41,514899.57000000007,0,76.0,5776.0,7,870000.0,,,2,
TQSMNOSXWHKOMMCDEIJAH00865875,1.0,1,1,36.0,1.0,4.0,3,1,0.0,296666.67,890000.0,390000.0,3.0,1.0,2025,TQSMNOSXWHKOMMCDEIJAH00865875_1.0,1.0,2.73,996933.21,1,36.0,1296.0,9,890000.0,,,3,23.0
TQRMNOSRUHMMMSCDEIIAD00880742,1.0,1,2,71.0,3.0,1.0,5,1,0.0,339000.0,339000.0,0.0,3.0,2.0,2025,TQRMNOSRUHMMMSCDEIIAD00880742_1.0,0.67,0.67,244668.59000000003,0,71.0,5041.0,14,339000.0,,,1,20.0
TQRMNORSSHLKMQCDEIIAD00854926,1.0,1,1,35.0,3.0,1.0,4,3,1.0,430000.0,430000.0,0.0,0.0,,2025,TQRMNORSSHLKMQCDEIIAD00854926_1.0,1.0,1.0,365177.0,0,35.0,1225.0,12,430000.0,,,1,
TQRMNOQQVHMKNLCDEIIAD00880744,1.0,1,1,39.0,5.0,1.0,6,1,0.0,2020000.0,2020000.0,1200000.0,3.0,2.0,2025,TQRMNOQQVHMKNLCDEIIAD00880744_1.0,1.0,1.0,365177.0,0,39.0,1521.0,17,2020000.0,,,1,
TQRMNOQTXHMKNNCDEIIAD00880745,1.0,1,2,55.0,5.0,1.0,6,1,0.0,600000.0,600000.0,300000.0,3.0,1.0,2025,TQRMNOQTXHMKNNCDEIIAD00880745_1.0,0.76,0.76,277534.52,0,55.0,3025.0,17,600000.0,,,1,60.0
TQSMNORXPHMKMNCDEIIAD00880739,1.0,5,2,14.0,5.0,1.0,3,3,3.0,258333.33,1550000.0,0.0,0.0,,2025,TQSMNORXPHMKMNCDEIIAD00880739_1.0,0.76,5.04,1840492.08,1,14.0,196.0,9,1550000.0,,,6,46.0
TQSMNORXPHMKMNCDEIIAD00880739,1.0,6,2,12.0,5.0,1.0,1,3,3.0,258333.33,1550000.0,0.0,0.0,,2025,TQSMNORXPHMKMNCDEIIAD00880739_1.0,0.74,5.04,1840492.08,1,12.0,144.0,3,1550000.0,,,6,46.0
TQRMNORXRHMKMNCDEIIAD00880740,1.0,1,1,86.0,4.0,1.0,3,3,1.0,1200000.0,1200000.0,0.0,0.0,,2025,TQRMNORXRHMKMNCDEIIAD00880740_1.0,0.74,0.74,270230.98,0,86.0,7396.0,9,1200000.0,,,1,
TQRMNOQWQHMKMPCDEIIAD00880741,1.0,1,1,44.0,5.0,1.0,6,1,0.0,1500000.0,1500000.0,1000000.0,3.0,2.0,2025,TQRMNOQWQHMKMPCDEIIAD00880741_1.0,1.0,1.0,365177.0,0,44.0,1936.0,17,1500000.0,,,1,48.0
TQRMNOTUQHLNQSCDEIJAH00877115,1.0,1,1,60.0,5.0,1.0,2,1,0.0,246666.67,740000.0,280000.0,3.0,2.0,2025,TQRMNOTUQHLNQSCDEIJAH00877115_1.0,1.0,2.76,1007888.52,1,60.0,3600.0,7,740000.0,,,3,24.0
TQRMNOTUQHLNQSCDEIJAH00877115,1.0,2,2,23.0,5.0,4.0,2,2,0.0,246666.67,740000.0,0.0,0.0,,2025,TQRMNOTUQHLNQSCDEIJAH00877115_1.0,0.76,2.76,1007888.52,1,23.0,529.0,7,740000.0,,,3,24.0
TQRMNOTUQHLNQSCDEIJAH00877115,1.0,3,1,43.0,5.0,1.0,2,1,0.0,246666.67,740000.0,280000.0,3.0,2.0,2025,TQRMNOTUQHLNQSCDEIJAH00877115_1.0,1.0,2.76,1007888.52,1,43.0,1849.0,7,740000.0,,,3,24.0
TQRMNOPYPHMONQCDEIIAD00880788,1.0,1,2,32.0,5.0,1.0,5,1,0.0,1500000.0,1500000.0,1000000.0,3.0,2.0,2025,TQRMNOPYPHMONQCDEIIAD00880788_1.0,0.77,0.77,281186.29,0,32.0,1024.0,14,1500000.0,,,1,38.0
TQRMNOSUUHKMNRCDEIIAD00856929,1.0,2,2,52.0,1.0,1.0,2,1,0.0,535333.33,1606000.0,250000.0,3.0,2.0,2025,TQRMNOSUUHKMNRCDEIIAD00856929_1.0,0.76,2.36,861817.72,0,52.0,2704.0,7,1606000.0,,,3,
TQRMNOSUUHKMNRCDEIIAD00856929,1.0,3,2,16.0,1.0,1.0,3,3,3.0,535333.33,1606000.0,0.0,0.0,,2025,TQRMNOSUUHKMNRCDEIIAD00856929_1.0,0.77,2.36,861817.72,0,16.0,256.0,9,1606000.0,,,3,
TQRMNOPSWHKLKUCDEIIAD00880841,1.0,1,1,49.0,5.0,4.0,4,1,0.0,1200000.0,1200000.0,1200000.0,1.0,2.0,2025,TQRMNOPSWHKLKUCDEIIAD00880841_1.0,1.0,1.0,365177.0,0,49.0,2401.0,12,1200000.0,,,1,46.0
TQRMNOPQVHKOLSCDEIJAH00880531,1.0,1,1,44.0,2.0,1.0,4,1,0.0,133333.33,400000.0,400000.0,3.0,1.0,2025,TQRMNOPQVHKOLSCDEIJAH00880531_1.0,1.0,2.78,1015192.06,1,44.0,1936.0,12,400000.0,,,3,60.0
TQRMNOPQVHKOLSCDEIJAH00880531,1.0,2,1,14.0,5.0,1.0,3,3,3.0,133333.33,400000.0,0.0,0.0,,2025,TQRMNOPQVHKOLSCDEIJAH00880531_1.0,0.96,2.78,1015192.06,1,14.0,196.0,9,400000.0,,,3,60.0
TQRMNOPQVHKOLSCDEIJAH00880531,1.0,3,1,11.0,5.0,1.0,1,3,3.0,133333.33,400000.0,0.0,0.0,,2025,TQRMNOPQVHKOLSCDEIJAH00880531_1.0,0.82,2.78,1015192.06,1,11.0,121.0,3,400000.0,,,3,60.0
TQRMNOSPWHJKQMCDEIJAH00880626,1.0,1,1,40.0,2.0,1.0,6,1,0.0,1875000.0,7500000.0,5000000.0,3.0,2.0,2025,TQRMNOSPWHJKQMCDEIJAH00880626_1.0,1.0,2.83,1033450.91,0,40.0,1600.0,17,7500000.0,,,4,40.0
TQRMNOTSPHMMLUCDEIIAD00880693,1.0,1,2,69.0,2.0,1.0,5,3,2.0,1477000.0,2954000.0,0.0,0.0,,2025,TQRMNOTSPHMMLUCDEIIAD00880693_1.0,0.67,1.5,547765.5,0,69.0,4761.0,14,2954000.0,,,2,
TQRMNOTSPHMMLUCDEIIAD00880693,1.0,2,1,65.0,2.0,1.0,4,1,0.0,1477000.0,2954000.0,1500000.0,3.0,2.0,2025,TQRMNOTSPHMMLUCDEIIAD00880693_1.0,0.83,1.5,547765.5,0,65.0,4225.0,12,2954000.0,,,2,
TQRMNOTURHLMMMCDEIIAD00854920,1.0,1,1,50.0,2.0,1.0,4,1,0.0,200000.0,800000.0,800000.0,3.0,2.0,2025,TQRMNOTURHLMMMCDEIIAD00854920_1.0,1.0,3.18,1161262.86,1,50.0,2500.0,12,800000.0,,,4,48.0
TQRMNOPRQHKMSTCDEIJAH00861164,1.0,1,1,72.0,2.0,1.0,1,3,1.0,750000.0,1500000.0,0.0,0.0,,2025,TQRMNOPRQHKMSTCDEIJAH00861164_1.0,0.83,1.5,547765.5,0,72.0,5184.0,3,1500000.0,,,2,
TQRMNORTRHJOPQCDEIJAH00877135,1.0,1,2,63.0,5.0,1.0,4,3,4.0,356666.67,1070000.0,0.0,0.0,,2025,TQRMNORTRHJOPQCDEIJAH00877135_1.0,0.67,2.43,887380.1100000001,0,63.0,3969.0,12,1070000.0,,,3,
TQRMNORTRHJOPQCDEIJAH00877135,1.0,2,2,23.0,5.0,1.0,4,1,0.0,356666.67,1070000.0,400000.0,3.0,2.0,2025,TQRMNORTRHJOPQCDEIJAH00877135_1.0,0.76,2.43,887380.1100000001,0,23.0,529.0,12,1070000.0,,,3,
TQRMNORTRHJOPQCDEIJAH00877135,1.0,3,1,30.0,5.0,4.0,4,2,0.0,356666.67,1070000.0,0.0,2.0,,2025,TQRMNORTRHJOPQCDEIJAH00877135_1.0,1.0,2.43,887380.1100000001,0,30.0,900.0,12,1070000.0,,,3,
TQRMNOPRQHKMSTCDEIJAH00861164,1.0,2,2,66.0,2.0,1.0,2,1,0.0,750000.0,1500000.0,500000.0,3.0,2.0,2025,TQRMNOPRQHKMSTCDEIJAH00861164_1.0,0.67,1.5,547765.5,0,66.0,4356.0,7,1500000.0,,,2,
TQRMNOVVXHLOKPCDEIJAH00855023,1.0,1,2,71.0,4.0,1.0,2,3,4.0,449000.0,449000.0,0.0,0.0,,2025,TQRMNOVVXHLOKPCDEIJAH00855023_1.0,0.67,0.67,244668.59000000003,0,71.0,5041.0,7,449000.0,,,1,
TQRMNOSPWHJKQMCDEIJAH00880626,1.0,2,2,41.0,2.0,1.0,6,3,4.0,1875000.0,7500000.0,0.0,0.0,,2025,TQRMNOSPWHJKQMCDEIJAH00880626_1.0,0.77,2.83,1033450.91,0,41.0,1681.0,17,7500000.0,,,4,40.0
TQRMNOSPWHJKQMCDEIJAH00880626,1.0,3,1,4.0,5.0,1.0,7,4,5.0,1875000.0,7500000.0,0.0,0.0,,2025,TQRMNOSPWHJKQMCDEIJAH00880626_1.0,0.55,2.83,1033450.91,0,4.0,16.0,0,7500000.0,,,4,40.0
TQRMNOSPWHJKQMCDEIJAH00880626,1.0,4,1,3.0,5.0,1.0,7,4,5.0,1875000.0,7500000.0,0.0,0.0,,2025,TQRMNOSPWHJKQMCDEIJAH00880626_1.0,0.51,2.83,1033450.91,0,3.0,9.0,0,7500000.0,,,4,40.0
TQRMNOQXPHLKMOCDEIIAD00854761,1.0,1,1,84.0,5.0,1.0,3,3,1.0,500000.0,500000.0,0.0,0.0,,2025,TQRMNOQXPHLKMOCDEIIAD00854761_1.0,0.74,0.74,270230.98,0,84.0,7056.0,9,500000.0,,,1,
TQRMNOTURHLMMMCDEIIAD00854920,1.0,2,2,49.0,2.0,1.0,4,3,4.0,200000.0,800000.0,0.0,0.0,,2025,TQRMNOTURHLMMMCDEIIAD00854920_1.0,0.76,3.18,1161262.86,1,49.0,2401.0,12,800000.0,,,4,48.0
TQRMNOTURHLMMMCDEIIAD00854920,1.0,3,2,18.0,5.0,1.0,3,3,3.0,200000.0,800000.0,0.0,0.0,,2025,TQRMNOTURHLMMMCDEIIAD00854920_1.0,0.76,3.18,1161262.86,1,18.0,324.0,9,800000.0,,,4,48.0
TQRMNOTURHLMMMCDEIIAD00854920,1.0,4,2,7.0,5.0,1.0,1,4,3.0,200000.0,800000.0,0.0,0.0,,2025,TQRMNOTURHLMMMCDEIIAD00854920_1.0,0.66,3.18,1161262.86,1,7.0,49.0,3,800000.0,,,4,48.0
TQRMNOQSYHKNQLCDEIJAH00861064,1.0,4,1,26.0,5.0,4.0,3,1,0.0,733333.33,2200000.0,600000.0,3.0,2.0,2025,TQRMNOQSYHKNQLCDEIJAH00861064_1.0,1.02,2.78,1015192.06,0,26.0,676.0,9,2200000.0,,,3,
TQRMNOQSYHKNQLCDEIJAH00861064,1.0,5,1,33.0,1.0,1.0,3,1,0.0,733333.33,2200000.0,800000.0,3.0,2.0,2025,TQRMNOQSYHKNQLCDEIJAH00861064_1.0,1.0,2.78,1015192.06,0,33.0,1089.0,9,2200000.0,,,3,
TQRMNOQSYHKNQLCDEIJAH00861064,1.0,3,2,29.0,1.0,4.0,5,1,0.0,733333.33,2200000.0,800000.0,3.0,2.0,2025,TQRMNOQSYHKNQLCDEIJAH00861064_1.0,0.76,2.78,1015192.06,0,29.0,841.0,14,2200000.0,,,3,
TQSMNOQSRHKMKRCDEIJAH00880747,1.0,1,2,27.0,1.0,1.0,5,1,0.0,725000.0,1450000.0,850000.0,3.0,2.0,2025,TQSMNOQSRHKMKRCDEIJAH00880747_1.0,0.76,1.78,650015.06,0,27.0,729.0,14,1450000.0,,,2,30.0
TQSMNOQSRHKMKRCDEIJAH00880747,1.0,2,1,27.0,1.0,1.0,5,1,0.0,725000.0,1450000.0,600000.0,1.0,2.0,2025,TQSMNOQSRHKMKRCDEIJAH00880747_1.0,1.02,1.78,650015.06,0,27.0,729.0,14,1450000.0,,,2,30.0
TQRMNOQYRHLMSRCDEIJAH00855579,1.0,4,2,16.0,5.0,1.0,3,3,3.0,400000.0,1600000.0,0.0,0.0,,2025,TQRMNOQYRHLMSRCDEIJAH00855579_1.0,0.77,3.55,1296378.35,0,16.0,256.0,9,1600000.0,,,4,
TQRMNOPYYHMLSNCDEIJAH00880814,1.0,1,2,39.0,5.0,1.0,5,1,0.0,950000.0,1900000.0,1200000.0,3.0,1.0,2025,TQRMNOPYYHMLSNCDEIJAH00880814_1.0,0.77,1.53,558720.81,0,39.0,1521.0,14,1900000.0,,,2,40.0
TQRMNOPYYHMLSNCDEIJAH00880814,1.0,2,2,19.0,5.0,4.0,4,2,0.0,950000.0,1900000.0,0.0,2.0,,2025,TQRMNOPYYHMLSNCDEIJAH00880814_1.0,0.76,1.53,558720.81,0,19.0,361.0,12,1900000.0,,,2,40.0
TQRMNOTPSHJOSPCDEIJAH00873370,2.0,1,2,61.0,4.0,1.0,3,3,4.0,372500.0,372500.0,0.0,0.0,,2025,TQRMNOTPSHJOSPCDEIJAH00873370_2.0,0.67,0.67,244668.59000000003,0,61.0,3721.0,9,372500.0,,,1,
TQRMNORTWHKORMCDEIJAH00880815,1.0,1,1,65.0,2.0,1.0,4,3,1.0,883333.33,2650000.0,0.0,0.0,,2025,TQRMNORTWHKORMCDEIJAH00880815_1.0,0.83,2.5,912942.5,0,65.0,4225.0,12,2650000.0,,,3,
TQRMNORTWHKORMCDEIJAH00880815,1.0,2,2,61.0,2.0,1.0,4,3,1.0,883333.33,2650000.0,0.0,0.0,,2025,TQRMNORTWHKORMCDEIJAH00880815_1.0,0.67,2.5,912942.5,0,61.0,3721.0,12,2650000.0,,,3,
TQRMNORTWHKORMCDEIJAH00880815,1.0,3,1,39.0,2.0,1.0,4,1,0.0,883333.33,2650000.0,1200000.0,3.0,2.0,2025,TQRMNORTWHKORMCDEIJAH00880815_1.0,1.0,2.5,912942.5,0,39.0,1521.0,12,2650000.0,,,3,
TQRMNOQYRHLMSRCDEIJAH00855579,1.0,1,2,51.0,1.0,1.0,4,1,0.0,400000.0,1600000.0,400000.0,3.0,2.0,2025,TQRMNOQYRHLMSRCDEIJAH00855579_1.0,0.76,3.55,1296378.35,0,51.0,2601.0,12,1600000.0,,,4,
TQRMNOQYRHLMSRCDEIJAH00855579,1.0,2,1,49.0,1.0,2.0,4,1,0.0,400000.0,1600000.0,500000.0,2.0,2.0,2025,TQRMNOQYRHLMSRCDEIJAH00855579_1.0,1.0,3.55,1296378.35,0,49.0,2401.0,12,1600000.0,,,4,
TQRMNOQYRHLMSRCDEIJAH00855579,1.0,3,1,22.0,5.0,1.0,5,1,0.0,400000.0,1600000.0,500000.0,3.0,2.0,2025,TQRMNOQYRHLMSRCDEIJAH00855579_1.0,1.02,3.55,1296378.35,0,22.0,484.0,14,1600000.0,,,4,
TQRMNOTRTHLMPNCDEIJAH00855599,1.0,1,2,66.0,4.0,1.0,6,3,1.0,700000.0,700000.0,0.0,0.0,,2025,TQRMNOTRTHLMPNCDEIJAH00855599_1.0,0.67,0.67,244668.59000000003,0,66.0,4356.0,17,700000.0,,,1,
TQRMNOQYPHLMLTCDEIJAH00854995,1.0,1,1,51.0,2.0,1.0,5,1,0.0,438750.0,1755000.0,90000.0,2.0,2.0,2025,TQRMNOQYPHLMLTCDEIJAH00854995_1.0,1.0,3.74,1365761.98,0,51.0,2601.0,14,1755000.0,,,4,40.0
TQRMNOQYPHLMLTCDEIJAH00854995,1.0,2,2,50.0,2.0,1.0,4,3,4.0,438750.0,1755000.0,0.0,0.0,,2025,TQRMNOQYPHLMLTCDEIJAH00854995_1.0,0.76,3.74,1365761.98,0,50.0,2500.0,12,1755000.0,,,4,40.0
TQRMNOQYPHLMLTCDEIJAH00854995,1.0,3,1,19.0,5.0,1.0,5,3,3.0,438750.0,1755000.0,0.0,0.0,,2025,TQRMNOQYPHLMLTCDEIJAH00854995_1.0,1.02,3.74,1365761.98,0,19.0,361.0,14,1755000.0,,,4,40.0
TQRMNOQYPHLMLTCDEIJAH00854995,1.0,4,1,14.0,5.0,1.0,3,3,3.0,438750.0,1755000.0,0.0,0.0,,2025,TQRMNOQYPHLMLTCDEIJAH00854995_1.0,0.96,3.74,1365761.98,0,14.0,196.0,9,1755000.0,,,4,40.0
TQRMNORXVHKLMUCDEIIAD00866335,1.0,1,1,58.0,5.0,12.0,4,1,0.0,1000000.0,1000000.0,1000000.0,3.0,2.0,2025,TQRMNORXVHKLMUCDEIIAD00866335_1.0,1.0,1.0,365177.0,0,58.0,3364.0,12,1000000.0,,,1,45.0
TQRMNOPTWHMNORCDEIJAH00880631,1.0,1,2,58.0,2.0,4.0,4,1,0.0,250000.0,500000.0,200000.0,3.0,2.0,2025,TQRMNOPTWHMNORCDEIJAH00880631_1.0,0.76,1.59,580631.4299999999,1,58.0,3364.0,12,500000.0,,,2,6.0
TQRMNOPTWHMNORCDEIJAH00880631,1.0,2,1,65.0,2.0,1.0,2,1,0.0,250000.0,500000.0,300000.0,2.0,1.0,2025,TQRMNOPTWHMNORCDEIJAH00880631_1.0,0.83,1.59,580631.4299999999,1,65.0,4225.0,7,500000.0,,,2,6.0
TQRMNOQYWHJMRTCDEIJAH00876697,1.0,1,1,55.0,2.0,1.0,4,1,0.0,750000.0,2250000.0,1000000.0,3.0,2.0,2025,TQRMNOQYWHJMRTCDEIJAH00876697_1.0,1.0,2.66,971370.82,0,55.0,3025.0,12,2250000.0,,,3,40.0
TQRMNOQPYHLORPCDEIJAH00855694,1.0,1,2,47.0,2.0,4.0,1,1,0.0,139200.0,696000.0,60000.0,2.0,2.0,2025,TQRMNOQPYHLORPCDEIJAH00855694_1.0,0.76,3.58,1307333.66,1,47.0,2209.0,3,696000.0,,,5,72.0
TQRMNOQPYHLORPCDEIJAH00855694,1.0,2,1,37.0,2.0,4.0,1,1,0.0,139200.0,696000.0,350000.0,2.0,2.0,2025,TQRMNOQPYHLORPCDEIJAH00855694_1.0,1.0,3.58,1307333.66,1,37.0,1369.0,3,696000.0,,,5,72.0
TQRMNOQPYHLORPCDEIJAH00855694,1.0,3,2,11.0,5.0,4.0,1,3,3.0,139200.0,696000.0,0.0,0.0,,2025,TQRMNOQPYHLORPCDEIJAH00855694_1.0,0.72,3.58,1307333.66,1,11.0,121.0,3,696000.0,,,5,72.0
TQRMNOQPYHLORPCDEIJAH00855694,1.0,5,1,6.0,5.0,4.0,1,4,3.0,139200.0,696000.0,0.0,0.0,,2025,TQRMNOQPYHLORPCDEIJAH00855694_1.0,0.64,3.58,1307333.66,1,6.0,36.0,3,696000.0,,,5,72.0
