EDAD,edad2,educ,ingreso_total_familiar,miembros_hogar,horastrab,POBRE,ANO,cluster_k2,cluster_k4,cluster_k10,CH04,CH07,CH08,NIVEL_ED,ESTADO,CAT_OCUP
48.0,2304.0,12,1342531.146025878,5,64.0,0,2005,1,3,9,2,,,4,3,0.0
72.0,5184.0,7,1342531.146025878,5,64.0,0,2005,1,1,3,2,,,2,3,0.0
28.0,784.0,14,1342531.146025878,5,64.0,0,2005,0,3,1,2,,,5,1,3.0
6.0,36.0,7,1342531.146025878,5,64.0,0,2005,0,0,8,1,,,2,4,0.0
59.0,3481.0,12,462941.77449168207,2,50.0,0,2005,1,1,9,1,,,4,1,3.0
60.0,3600.0,9,462941.77449168207,2,50.0,0,2005,1,1,3,2,,,3,3,0.0
54.0,2916.0,0,819050.8317929759,4,50.0,0,2005,1,1,4,1,,,7,1,1.0
51.0,2601.0,0,819050.8317929759,4,50.0,0,2005,1,1,4,2,,,7,1,4.0
25.0,625.0,0,819050.8317929759,4,50.0,0,2005,0,0,4,2,,,7,1,3.0
22.0,484.0,17,819050.8317929759,4,50.0,0,2005,0,3,1,1,,,6,3,0.0
33.0,1089.0,12,284887.2458410351,4,42.0,0,2005,0,3,1,2,,,4,1,3.0
11.0,121.0,7,284887.2458410351,4,42.0,0,2005,0,0,2,1,,,2,3,0.0
9.0,81.0,7,284887.2458410351,4,42.0,0,2005,0,0,2,2,,,2,4,0.0
1.0,1.0,3,284887.2458410351,4,42.0,0,2005,0,0,2,1,,,1,4,0.0
44.0,1936.0,0,106832.71719038817,1,35.0,0,2005,1,1,4,2,,,7,1,3.0
59.0,3481.0,9,534163.5859519409,2,51.0,0,2005,1,1,3,1,,,3,1,3.0
59.0,3481.0,12,534163.5859519409,2,51.0,0,2005,1,1,9,2,,,4,3,0.0
34.0,1156.0,14,249276.34011090573,4,36.0,0,2005,0,3,1,1,,,5,1,3.0
42.0,1764.0,7,249276.34011090573,4,36.0,0,2005,1,1,9,2,,,2,3,0.0
8.0,64.0,7,249276.34011090573,4,36.0,0,2005,0,0,2,2,,,2,4,0.0
5.0,25.0,7,249276.34011090573,4,36.0,0,2005,0,0,2,1,,,2,4,0.0
42.0,1764.0,9,320498.1515711645,1,24.0,0,2005,1,1,6,2,,,3,1,2.0
40.0,1600.0,0,587579.9445471349,4,36.0,0,2005,0,0,4,1,,,7,1,2.0
38.0,1444.0,0,587579.9445471349,4,36.0,0,2005,0,0,4,2,,,7,1,3.0
7.0,49.0,7,587579.9445471349,4,36.0,0,2005,0,0,2,2,,,2,4,0.0
70.0,4900.0,12,544846.8576709797,2,50.0,0,2005,1,1,3,1,,,4,1,1.0
65.0,4225.0,9,544846.8576709797,2,50.0,0,2005,1,1,3,2,,,3,3,0.0
24.0,576.0,0,267081.7929759704,1,20.0,0,2005,0,0,4,1,,,7,1,3.0
27.0,729.0,0,854661.7375231053,1,40.0,0,2005,0,0,4,1,,,7,1,3.0
35.0,1225.0,0,569774.4916820702,5,50.0,0,2005,0,0,4,1,,,7,1,3.0
31.0,961.0,0,569774.4916820702,5,50.0,0,2005,0,0,4,2,,,7,1,3.0
60.0,3600.0,14,569774.4916820702,5,50.0,0,2005,1,1,9,2,,,5,3,0.0
5.0,25.0,7,569774.4916820702,5,50.0,0,2005,0,0,2,2,,,2,4,0.0
3.0,9.0,3,569774.4916820702,5,50.0,0,2005,0,0,2,1,,,1,4,0.0
58.0,3364.0,0,1602490.7578558226,2,60.0,0,2005,1,1,4,1,,,7,1,3.0
60.0,3600.0,14,1602490.7578558226,2,60.0,0,2005,1,1,9,2,,,5,3,0.0
32.0,1024.0,17,640996.303142329,3,40.0,0,2005,1,3,1,1,,,6,1,3.0
24.0,576.0,0,640996.303142329,3,40.0,0,2005,0,0,4,2,,,7,3,0.0
52.0,2704.0,14,640996.303142329,3,40.0,0,2005,1,1,9,2,,,5,3,0.0
58.0,3364.0,0,142443.62292051755,4,30.0,1,2005,1,1,4,1,,,7,1,2.0
51.0,2601.0,0,142443.62292051755,4,30.0,1,2005,1,1,4,2,,,7,3,0.0
16.0,256.0,12,142443.62292051755,4,30.0,1,2005,0,3,6,2,,,4,3,0.0
22.0,484.0,17,142443.62292051755,4,30.0,1,2005,0,3,1,1,,,6,3,0.0
54.0,2916.0,0,1887378.0036968577,3,45.0,0,2005,1,1,4,1,,,7,1,2.0
47.0,2209.0,0,1887378.0036968577,3,45.0,0,2005,1,1,4,2,,,7,1,2.0
23.0,529.0,17,1887378.0036968577,3,45.0,0,2005,0,3,1,2,,,6,1,3.0
56.0,3136.0,14,46294.17744916821,2,45.0,1,2005,1,1,9,1,,,5,1,2.0
57.0,3249.0,14,46294.17744916821,2,45.0,1,2005,1,1,9,2,,,5,3,0.0
25.0,625.0,17,783439.9260628466,2,45.0,0,2005,0,3,1,2,,,6,1,3.0
23.0,529.0,17,783439.9260628466,2,45.0,0,2005,0,3,1,2,,,6,1,3.0
36.0,1296.0,17,480747.22735674673,4,45.0,0,2005,1,3,1,1,,,6,1,3.0
37.0,1369.0,0,480747.22735674673,4,45.0,0,2005,0,0,4,2,,,7,1,3.0
11.0,121.0,7,480747.22735674673,4,45.0,0,2005,0,0,2,2,,,2,3,0.0
6.0,36.0,7,480747.22735674673,4,45.0,0,2005,0,0,2,2,,,2,4,0.0
21.0,441.0,17,569774.4916820702,1,30.0,0,2005,0,3,1,2,,,6,1,3.0
42.0,1764.0,0,1869572.5508317929,4,48.0,0,2005,1,0,4,1,,,7,1,3.0
40.0,1600.0,0,1869572.5508317929,4,48.0,0,2005,0,0,4,2,,,7,1,3.0
12.0,144.0,7,1869572.5508317929,4,48.0,0,2005,0,0,2,2,,,2,3,0.0
9.0,81.0,7,1869572.5508317929,4,48.0,0,2005,0,0,2,1,,,2,4,0.0
61.0,3721.0,14,284887.2458410351,2,30.0,0,2005,1,1,3,2,,,5,1,3.0
89.0,7921.0,9,284887.2458410351,2,30.0,0,2005,1,1,3,2,,,3,3,0.0
67.0,4489.0,14,712218.1146025878,1,40.0,0,2005,1,1,3,2,,,5,1,2.0
49.0,2401.0,9,2549740.850277264,2,40.0,0,2005,1,1,9,1,,,3,1,3.0
49.0,2401.0,0,2549740.850277264,2,40.0,0,2005,1,1,4,2,,,7,1,3.0
42.0,1764.0,9,605385.3974121996,6,85.0,0,2005,0,3,8,1,,,3,1,3.0
36.0,1296.0,12,605385.3974121996,6,85.0,0,2005,0,3,8,2,,,4,1,3.0
14.0,196.0,12,605385.3974121996,6,85.0,0,2005,0,3,8,1,,,4,3,0.0
11.0,121.0,7,605385.3974121996,6,85.0,0,2005,0,0,8,1,,,2,3,0.0
9.0,81.0,7,605385.3974121996,6,85.0,0,2005,0,0,8,2,,,2,4,0.0
6.0,36.0,7,605385.3974121996,6,85.0,0,2005,0,0,8,1,,,2,4,0.0
33.0,1089.0,14,356109.0573012939,4,50.0,0,2005,0,3,1,1,,,5,1,3.0
32.0,1024.0,17,356109.0573012939,4,50.0,0,2005,0,3,1,2,,,6,3,0.0
10.0,100.0,7,356109.0573012939,4,50.0,0,2005,0,0,2,1,,,2,3,0.0
3.0,9.0,3,356109.0573012939,4,50.0,0,2005,0,0,2,1,,,1,4,0.0
52.0,2704.0,0,890272.6432532347,1,40.0,0,2005,1,1,4,1,,,7,1,2.0
27.0,729.0,17,559091.2199630314,2,15.0,0,2005,0,3,6,1,,,6,1,2.0
27.0,729.0,0,559091.2199630314,2,15.0,0,2005,0,0,4,2,,,7,1,3.0
24.0,576.0,7,348986.876155268,2,6.0,0,2005,0,0,6,1,,,2,1,2.0
23.0,529.0,9,348986.876155268,2,6.0,0,2005,0,3,6,1,,,3,1,3.0
28.0,784.0,0,1121031.3123844732,2,25.0,0,2005,0,0,4,1,,,7,1,3.0
30.0,900.0,0,1121031.3123844732,2,25.0,0,2005,0,0,4,2,,,7,1,3.0
72.0,5184.0,9,337591.3863216266,1,25.0,0,2005,1,1,3,2,,,3,1,3.0
55.0,3025.0,0,819050.8317929759,2,60.0,0,2005,1,1,4,2,,,7,1,3.0
76.0,5776.0,14,819050.8317929759,2,60.0,0,2005,1,1,3,2,,,5,3,0.0
33.0,1089.0,17,908078.0961182994,6,45.0,0,2005,0,3,1,1,,,6,1,3.0
40.0,1600.0,0,908078.0961182994,6,45.0,0,2005,0,0,4,2,,,7,1,3.0
10.0,100.0,7,908078.0961182994,6,45.0,0,2005,0,0,2,1,,,2,3,0.0
9.0,81.0,7,908078.0961182994,6,45.0,0,2005,0,0,2,1,,,2,4,0.0
6.0,36.0,7,908078.0961182994,6,45.0,0,2005,0,0,2,1,,,2,4,0.0
4.0,16.0,3,908078.0961182994,6,45.0,0,2005,0,0,2,2,,,1,4,0.0
51.0,2601.0,0,872467.1903881701,6,40.0,0,2005,1,1,4,1,,,7,1,3.0
51.0,2601.0,0,872467.1903881701,6,40.0,0,2005,1,1,4,2,,,7,1,3.0
25.0,625.0,17,872467.1903881701,6,40.0,0,2005,0,3,1,1,,,6,1,3.0
21.0,441.0,17,872467.1903881701,6,40.0,0,2005,0,3,1,2,,,6,1,3.0
18.0,324.0,17,872467.1903881701,6,40.0,0,2005,0,3,1,1,,,6,3,0.0
14.0,196.0,12,872467.1903881701,6,40.0,0,2005,0,0,7,2,,,4,3,0.0
45.0,2025.0,0,1298017.5138632162,1,43.0,0,2005,1,1,4,2,,,7,1,3.0
45.0,2025.0,17,480747.22735674673,6,64.0,0,2005,1,3,9,2,,,6,1,3.0
48.0,2304.0,17,480747.22735674673,6,64.0,0,2005,1,3,9,1,,,6,2,2.0
24.0,576.0,17,480747.22735674673,6,64.0,0,2005,0,3,8,1,,,6,1,3.0
22.0,484.0,12,480747.22735674673,6,64.0,0,2005,0,3,8,2,,,4,3,0.0
15.0,225.0,12,480747.22735674673,6,64.0,0,2005,0,3,8,1,,,4,3,0.0
2.0,4.0,3,480747.22735674673,6,64.0,0,2005,0,0,2,1,,,1,4,0.0
28.0,784.0,9,303761.0258780037,5,50.0,0,2005,0,3,1,1,,,3,1,3.0
29.0,841.0,14,303761.0258780037,5,50.0,0,2005,0,3,1,2,,,5,1,3.0
10.0,100.0,7,303761.0258780037,5,50.0,0,2005,0,0,2,2,,,2,3,0.0
6.0,36.0,7,303761.0258780037,5,50.0,0,2005,0,0,2,1,,,2,4,0.0
2.0,4.0,3,303761.0258780037,5,50.0,0,2005,0,0,2,1,,,1,4,0.0
30.0,900.0,0,676607.2088724584,1,85.0,0,2005,0,0,4,1,,,7,1,3.0
44.0,1936.0,12,106832.71719038817,5,45.0,1,2005,1,3,9,1,,,4,1,2.0
44.0,1936.0,12,106832.71719038817,5,45.0,1,2005,1,3,9,2,,,4,3,0.0
22.0,484.0,12,106832.71719038817,5,45.0,1,2005,0,3,1,2,,,4,3,0.0
14.0,196.0,12,106832.71719038817,5,45.0,1,2005,0,3,1,1,,,4,3,0.0
9.0,81.0,7,106832.71719038817,5,45.0,1,2005,0,0,2,1,,,2,4,0.0
40.0,1600.0,14,961494.4547134935,2,50.0,0,2005,1,3,1,2,,,5,1,1.0
31.0,961.0,17,961494.4547134935,2,50.0,0,2005,1,3,1,2,,,6,1,3.0
39.0,1521.0,0,420208.6876155268,2,50.0,0,2005,0,0,4,1,,,7,1,3.0
67.0,4489.0,0,420208.6876155268,2,50.0,0,2005,1,1,3,2,,,7,1,3.0
45.0,2025.0,0,534163.5859519409,4,63.0,0,2005,1,1,4,2,,,7,1,3.0
22.0,484.0,17,534163.5859519409,4,63.0,0,2005,0,3,1,2,,,6,3,0.0
20.0,400.0,17,534163.5859519409,4,63.0,0,2005,0,3,1,2,,,6,3,0.0
19.0,361.0,12,534163.5859519409,4,63.0,0,2005,0,3,1,2,,,4,3,0.0
52.0,2704.0,14,2670817.929759704,3,50.0,0,2005,1,1,0,1,,,5,1,3.0
48.0,2304.0,0,2670817.929759704,3,50.0,0,2005,1,1,4,2,,,7,1,3.0
7.0,49.0,7,2670817.929759704,3,50.0,0,2005,0,0,2,2,,,2,4,0.0
30.0,900.0,0,480747.22735674673,2,30.0,0,2005,0,0,4,2,,,7,1,3.0
23.0,529.0,17,480747.22735674673,2,30.0,0,2005,0,3,1,1,,,6,1,3.0
38.0,1444.0,9,498552.68022181146,4,105.0,0,2005,0,3,8,1,,,3,1,3.0
37.0,1369.0,17,498552.68022181146,4,105.0,0,2005,0,3,8,2,,,6,1,3.0
14.0,196.0,12,498552.68022181146,4,105.0,0,2005,0,3,8,1,,,4,3,0.0
9.0,81.0,7,498552.68022181146,4,105.0,0,2005,0,0,8,2,,,2,4,0.0
49.0,2401.0,9,933005.73012939,3,50.0,0,2005,1,1,9,2,,,3,1,3.0
27.0,729.0,12,933005.73012939,3,50.0,0,2005,0,3,1,1,,,4,1,3.0
25.0,625.0,12,933005.73012939,3,50.0,0,2005,0,3,1,1,,,4,1,3.0
41.0,1681.0,17,117515.98890942699,2,2.0,0,2005,1,3,6,2,,,6,1,3.0
68.0,4624.0,9,117515.98890942699,2,2.0,0,2005,1,1,3,2,,,3,3,0.0
81.0,6561.0,14,509235.95194085024,4,33.0,0,2005,1,1,3,1,,,5,1,2.0
51.0,2601.0,9,509235.95194085024,4,33.0,0,2005,1,1,9,2,,,3,3,0.0
39.0,1521.0,0,509235.95194085024,4,33.0,0,2005,0,0,4,2,,,7,1,3.0
18.0,324.0,0,509235.95194085024,4,33.0,0,2005,0,0,2,1,,,7,1,3.0
68.0,4624.0,12,605385.3974121996,4,12.0,0,2005,1,1,3,1,,,4,1,2.0
64.0,4096.0,14,605385.3974121996,4,12.0,0,2005,1,1,3,2,,,5,1,2.0
33.0,1089.0,9,605385.3974121996,4,12.0,0,2005,0,3,6,1,,,3,1,3.0
22.0,484.0,14,605385.3974121996,4,12.0,0,2005,0,3,6,1,,,5,1,3.0
31.0,961.0,14,534163.5859519409,2,30.0,0,2005,1,3,6,1,,,5,1,2.0
38.0,1444.0,0,534163.5859519409,2,30.0,0,2005,0,0,4,2,,,7,3,0.0
50.0,2500.0,9,833295.1940850277,4,74.0,0,2005,1,1,9,1,,,3,1,3.0
50.0,2500.0,9,833295.1940850277,4,74.0,0,2005,1,1,9,2,,,3,1,3.0
20.0,400.0,17,833295.1940850277,4,74.0,0,2005,0,3,1,2,,,6,3,0.0
13.0,169.0,12,833295.1940850277,4,74.0,0,2005,0,3,8,1,,,4,3,0.0
47.0,2209.0,9,555530.1293900184,4,40.0,0,2005,1,1,9,1,,,3,1,3.0
43.0,1849.0,9,555530.1293900184,4,40.0,0,2005,1,3,9,2,,,3,1,3.0
20.0,400.0,17,555530.1293900184,4,40.0,0,2005,0,3,1,2,,,6,3,0.0
15.0,225.0,12,555530.1293900184,4,40.0,0,2005,0,3,1,2,,,4,3,0.0
23.0,529.0,9,1424436.2292051755,7,56.0,0,2005,0,0,8,1,,,3,1,3.0
48.0,2304.0,14,1424436.2292051755,7,56.0,0,2005,1,3,9,2,,,5,3,0.0
19.0,361.0,9,1424436.2292051755,7,56.0,0,2005,0,0,8,2,,,3,2,0.0
21.0,441.0,9,1424436.2292051755,7,56.0,0,2005,0,0,8,1,,,3,2,2.0
4.0,16.0,3,1424436.2292051755,7,56.0,0,2005,0,0,2,2,,,1,4,0.0
2.0,4.0,3,1424436.2292051755,7,56.0,0,2005,0,0,2,2,,,1,4,0.0
23.0,529.0,9,1424436.2292051755,7,56.0,0,2005,0,0,8,2,,,3,2,3.0
35.0,1225.0,0,640996.303142329,5,49.0,0,2005,0,0,4,1,,,7,1,2.0
39.0,1521.0,14,640996.303142329,5,49.0,0,2005,1,3,9,2,,,5,3,0.0
9.0,81.0,7,640996.303142329,5,49.0,0,2005,0,0,2,2,,,2,4,0.0
8.0,64.0,7,640996.303142329,5,49.0,0,2005,0,0,2,1,,,2,4,0.0
4.0,16.0,3,640996.303142329,5,49.0,0,2005,0,0,2,1,,,1,4,0.0
62.0,3844.0,12,1139548.9833641404,3,50.0,0,2005,1,1,3,1,,,4,1,3.0
52.0,2704.0,14,1139548.9833641404,3,50.0,0,2005,1,1,9,2,,,5,1,3.0
31.0,961.0,14,1139548.9833641404,3,50.0,0,2005,0,3,1,2,,,5,1,3.0
56.0,3136.0,7,1022032.9944547134,6,8.0,0,2005,1,1,3,1,,,2,1,3.0
52.0,2704.0,12,1022032.9944547134,6,8.0,0,2005,1,1,6,2,,,4,1,3.0
26.0,676.0,7,1022032.9944547134,6,8.0,0,2005,0,0,6,1,,,2,1,2.0
21.0,441.0,7,1022032.9944547134,6,8.0,0,2005,0,0,6,2,,,2,1,3.0
16.0,256.0,12,1022032.9944547134,6,8.0,0,2005,0,0,6,1,,,4,1,3.0
11.0,121.0,7,1022032.9944547134,6,8.0,0,2005,0,0,6,2,,,2,3,0.0
22.0,484.0,9,293789.97227356746,4,52.0,0,2005,0,3,1,1,,,3,1,3.0
20.0,400.0,12,293789.97227356746,4,52.0,0,2005,0,3,1,2,,,4,3,0.0
2.0,4.0,3,293789.97227356746,4,52.0,0,2005,0,0,2,1,,,1,4,0.0
76.0,5776.0,0,534163.5859519409,5,75.0,0,2005,1,1,3,1,,,7,1,1.0
66.0,4356.0,0,534163.5859519409,5,75.0,0,2005,1,1,4,2,,,7,3,0.0
16.0,256.0,12,534163.5859519409,5,75.0,0,2005,0,3,8,1,,,4,3,0.0
16.0,256.0,12,534163.5859519409,5,75.0,0,2005,0,3,8,1,,,4,3,0.0
16.0,256.0,7,534163.5859519409,5,75.0,0,2005,0,0,8,2,,,2,0,0.0
22.0,484.0,12,459380.6839186691,2,84.0,0,2005,0,3,8,1,,,4,1,3.0
25.0,625.0,14,459380.6839186691,2,84.0,0,2005,0,3,1,2,,,5,1,3.0
24.0,576.0,17,516358.1330868761,4,40.0,0,2005,0,3,1,2,,,6,1,3.0
20.0,400.0,17,516358.1330868761,4,40.0,0,2005,0,3,1,2,,,6,2,3.0
18.0,324.0,17,516358.1330868761,4,40.0,0,2005,0,3,1,2,,,6,2,3.0
15.0,225.0,12,516358.1330868761,4,40.0,0,2005,0,3,1,1,,,4,3,0.0
37.0,1369.0,0,712218.1146025878,3,48.0,0,2005,0,0,4,1,,,7,1,1.0
32.0,1024.0,0,712218.1146025878,3,48.0,0,2005,0,0,4,2,,,7,1,3.0
50.0,2500.0,0,21366.543438077635,1,55.0,1,2005,1,1,4,1,,,7,1,3.0
56.0,3136.0,0,1887378.0036968577,3,68.0,0,2005,1,1,4,1,,,7,1,2.0
37.0,1369.0,0,1887378.0036968577,3,68.0,0,2005,0,0,4,2,,,7,1,3.0
14.0,196.0,12,1887378.0036968577,3,68.0,0,2005,0,3,1,1,,,4,3,0.0
22.0,484.0,14,356109.0573012939,2,53.0,0,2005,0,3,1,1,,,5,1,3.0
62.0,3844.0,7,356109.0573012939,2,53.0,0,2005,1,1,3,2,,,2,3,0.0
47.0,2209.0,7,302692.6987060998,3,26.0,0,2005,1,1,9,2,,,2,1,3.0
20.0,400.0,17,302692.6987060998,3,26.0,0,2005,0,3,6,2,,,6,2,3.0
13.0,169.0,12,302692.6987060998,3,26.0,0,2005,0,3,6,2,,,4,3,0.0
66.0,4356.0,9,427330.8687615527,3,45.0,0,2005,1,1,3,1,,,3,1,3.0
58.0,3364.0,14,427330.8687615527,3,45.0,0,2005,1,1,9,2,,,5,3,0.0
26.0,676.0,14,427330.8687615527,3,45.0,0,2005,0,3,1,1,,,5,2,3.0
63.0,3969.0,0,1940794.3622920518,5,50.0,0,2005,1,1,4,1,,,7,1,3.0
65.0,4225.0,0,1940794.3622920518,5,50.0,0,2005,1,1,4,2,,,7,3,0.0
34.0,1156.0,0,1940794.3622920518,5,50.0,0,2005,0,0,4,2,,,7,1,3.0
30.0,900.0,0,1940794.3622920518,5,50.0,0,2005,0,0,4,1,,,7,1,3.0
88.0,7744.0,14,1940794.3622920518,5,50.0,0,2005,1,1,3,1,,,5,3,0.0
25.0,625.0,17,583306.6358595194,2,30.0,0,2005,0,3,1,1,,,6,1,3.0
28.0,784.0,17,583306.6358595194,2,30.0,0,2005,0,3,1,2,,,6,1,3.0
29.0,841.0,14,373914.5101663586,2,60.0,0,2005,0,3,1,1,,,5,1,3.0
21.0,441.0,17,373914.5101663586,2,60.0,0,2005,0,3,1,2,,,6,2,3.0
47.0,2209.0,14,826173.0129390018,4,12.0,0,2005,1,1,6,1,,,5,1,2.0
45.0,2025.0,14,826173.0129390018,4,12.0,0,2005,1,1,6,2,,,5,1,3.0
15.0,225.0,12,826173.0129390018,4,12.0,0,2005,0,3,6,1,,,4,3,0.0
85.0,7225.0,9,826173.0129390018,4,12.0,0,2005,1,1,3,2,,,3,3,0.0
39.0,1521.0,0,1602490.7578558226,4,76.0,0,2005,0,0,4,1,,,7,1,3.0
36.0,1296.0,0,1602490.7578558226,4,76.0,0,2005,0,0,4,2,,,7,3,0.0
6.0,36.0,3,1602490.7578558226,4,76.0,0,2005,0,0,2,1,,,1,4,0.0
7.0,49.0,7,1602490.7578558226,4,76.0,0,2005,0,0,8,2,,,2,4,0.0
32.0,1024.0,17,356109.0573012939,4,90.0,0,2005,0,3,8,1,,,6,1,3.0
28.0,784.0,12,356109.0573012939,4,90.0,0,2005,0,3,8,2,,,4,3,0.0
2.0,4.0,3,356109.0573012939,4,90.0,0,2005,0,0,8,2,,,1,4,0.0
20.0,400.0,12,356109.0573012939,4,90.0,0,2005,0,3,8,1,,,4,2,3.0
74.0,5476.0,12,534163.5859519409,2,82.0,0,2005,1,1,3,1,,,4,1,2.0
71.0,5041.0,12,534163.5859519409,2,82.0,0,2005,1,1,3,2,,,4,3,0.0
44.0,1936.0,9,320498.1515711645,1,66.0,0,2005,1,1,9,2,,,3,1,3.0
52.0,2704.0,9,135321.4417744917,1,73.0,0,2005,1,1,9,2,,,3,1,3.0
72.0,5184.0,0,569774.4916820702,2,40.0,0,2005,1,1,3,1,,,7,1,1.0
38.0,1444.0,12,569774.4916820702,2,40.0,0,2005,1,3,1,2,,,4,3,0.0
39.0,1521.0,0,569774.4916820702,2,40.0,0,2005,1,0,4,2,,,7,1,3.0
11.0,121.0,7,569774.4916820702,2,40.0,0,2005,0,0,2,1,,,2,3,0.0
52.0,2704.0,9,548407.9482439926,4,56.0,0,2005,1,1,9,1,,,3,1,3.0
36.0,1296.0,9,548407.9482439926,4,56.0,0,2005,0,3,1,2,,,3,1,3.0
18.0,324.0,17,548407.9482439926,4,56.0,0,2005,0,3,1,2,,,6,3,0.0
12.0,144.0,7,548407.9482439926,4,56.0,0,2005,0,0,2,2,,,2,3,0.0
57.0,3249.0,14,712218.1146025878,1,45.0,0,2005,1,1,9,1,,,5,1,1.0
48.0,2304.0,0,801245.3789279113,1,47.0,0,2005,1,1,4,1,,,7,1,3.0
52.0,2704.0,9,391719.9630314233,3,16.0,0,2005,1,1,3,2,,,3,1,3.0
28.0,784.0,12,391719.9630314233,3,16.0,0,2005,0,3,6,1,,,4,1,3.0
26.0,676.0,12,391719.9630314233,3,16.0,0,2005,0,3,6,1,,,4,1,3.0
51.0,2601.0,17,106832.71719038817,4,58.0,1,2005,1,3,9,2,,,6,1,2.0
71.0,5041.0,9,106832.71719038817,4,58.0,1,2005,1,1,3,2,,,3,1,2.0
10.0,100.0,7,106832.71719038817,4,58.0,1,2005,0,0,2,2,,,2,3,0.0
8.0,64.0,7,106832.71719038817,4,58.0,1,2005,0,0,2,2,,,2,4,0.0
41.0,1681.0,12,56977.44916820702,1,60.0,0,2005,1,3,9,2,,,4,1,3.0
35.0,1225.0,0,320498.1515711645,3,40.0,0,2005,0,0,4,1,,,7,1,3.0
28.0,784.0,0,320498.1515711645,3,40.0,0,2005,0,0,4,2,,,7,3,0.0
33.0,1089.0,0,284887.2458410351,1,40.0,0,2005,0,0,4,2,,,7,1,2.0
71.0,5041.0,14,534163.5859519409,1,15.0,0,2005,1,1,3,2,,,5,1,3.0
57.0,3249.0,0,1744934.3807763401,2,45.0,0,2005,1,1,4,1,,,7,1,3.0
53.0,2809.0,0,1744934.3807763401,2,45.0,0,2005,1,1,4,2,,,7,1,3.0
50.0,2500.0,0,890272.6432532347,5,70.0,0,2005,1,1,4,1,,,7,1,2.0
38.0,1444.0,0,890272.6432532347,5,70.0,0,2005,0,0,4,1,,,7,3,0.0
38.0,1444.0,0,890272.6432532347,5,70.0,0,2005,0,0,4,2,,,7,3,0.0
6.0,36.0,7,890272.6432532347,5,70.0,0,2005,0,0,8,2,,,2,4,0.0
4.0,16.0,3,890272.6432532347,5,70.0,0,2005,0,0,2,1,,,1,4,0.0
48.0,2304.0,12,427330.8687615527,3,42.0,0,2005,1,1,9,1,,,4,1,2.0
44.0,1936.0,14,427330.8687615527,3,42.0,0,2005,1,3,9,2,,,5,2,3.0
6.0,36.0,7,427330.8687615527,3,42.0,0,2005,0,0,2,1,,,2,4,0.0
41.0,1681.0,9,284887.2458410351,4,40.0,0,2005,1,3,9,1,,,3,1,3.0
38.0,1444.0,9,284887.2458410351,4,40.0,0,2005,0,3,9,2,,,3,1,3.0
16.0,256.0,12,284887.2458410351,4,40.0,0,2005,0,3,1,1,,,4,3,0.0
10.0,100.0,7,284887.2458410351,4,40.0,0,2005,0,0,2,1,,,2,3,0.0
46.0,2116.0,14,1068327.1719038817,4,61.0,0,2005,1,3,9,1,,,5,1,1.0
44.0,1936.0,0,1068327.1719038817,4,61.0,0,2005,1,1,4,2,,,7,3,0.0
17.0,289.0,17,1068327.1719038817,4,61.0,0,2005,0,3,1,2,,,6,3,0.0
14.0,196.0,12,1068327.1719038817,4,61.0,0,2005,0,3,1,2,,,4,3,0.0
56.0,3136.0,12,534163.5859519409,4,42.0,0,2005,1,1,9,1,,,4,1,3.0
53.0,2809.0,12,534163.5859519409,4,42.0,0,2005,1,1,9,2,,,4,1,2.0
19.0,361.0,12,534163.5859519409,4,42.0,0,2005,0,3,1,2,,,4,2,0.0
18.0,324.0,14,534163.5859519409,4,42.0,0,2005,0,3,1,1,,,5,1,3.0
27.0,729.0,0,292009.426987061,3,20.0,0,2005,0,0,4,1,,,7,1,3.0
27.0,729.0,0,292009.426987061,3,20.0,0,2005,0,0,4,2,,,7,1,3.0
10.0,100.0,7,292009.426987061,3,20.0,0,2005,0,0,6,1,,,2,3,0.0
45.0,2025.0,14,113954.89833641404,7,20.0,1,2005,1,3,6,1,,,5,1,2.0
52.0,2704.0,12,113954.89833641404,7,20.0,1,2005,1,1,9,2,,,4,3,0.0
19.0,361.0,12,113954.89833641404,7,20.0,1,2005,0,0,7,2,,,4,3,0.0
16.0,256.0,12,113954.89833641404,7,20.0,1,2005,0,0,7,2,,,4,3,0.0
18.0,324.0,12,113954.89833641404,7,20.0,1,2005,0,0,7,1,,,4,1,3.0
14.0,196.0,12,113954.89833641404,7,20.0,1,2005,0,0,7,2,,,4,3,0.0
12.0,144.0,7,113954.89833641404,7,20.0,1,2005,0,0,7,1,,,2,3,0.0
64.0,4096.0,14,997105.3604436229,2,40.0,0,2005,1,1,3,1,,,5,1,1.0
59.0,3481.0,17,997105.3604436229,2,40.0,0,2005,1,1,9,2,,,6,1,3.0
62.0,3844.0,0,1816156.1922365988,2,28.0,0,2005,1,1,4,1,,,7,1,2.0
58.0,3364.0,0,1816156.1922365988,2,28.0,0,2005,1,1,4,2,,,7,1,2.0
62.0,3844.0,14,730023.5674676525,3,60.0,0,2005,1,1,9,1,,,5,1,1.0
55.0,3025.0,14,730023.5674676525,3,60.0,0,2005,1,1,9,2,,,5,3,0.0
27.0,729.0,14,730023.5674676525,3,60.0,0,2005,0,3,1,1,,,5,1,3.0
57.0,3249.0,14,890272.6432532347,1,57.0,0,2005,1,1,9,1,,,5,1,1.0
48.0,2304.0,12,1114621.3493530499,3,45.0,0,2005,1,1,9,1,,,4,1,3.0
